epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.97193,0.94629,3.98036,1.16592,0.01262,0.55384,0.04335,0.03842,0.51514,3.73475,0.84337,0.097003,3e-06,3e-06
2,1.36838,0.79778,3.69412,1.04196,0.00433,0.35,0.05259,0.04064,1.02266,3.34015,0.91896,0.093007,6.9538e-06,6.9538e-06
3,1.83958,0.71496,3.27633,0.98245,0.00182,0.25333,0.02093,0.01444,1.18883,3.24805,1.0484,0.0890109,1.08548e-05,1.08548e-05
4,2.31849,0.7106,2.97385,0.96545,0.00554,0.26431,0.02502,0.0136,1.29233,3.20948,1.12174,0.0850147,1.4703e-05,1.4703e-05
5,2.78556,0.67592,2.7713,0.95378,0.0045,0.27804,0.02729,0.0219,1.01117,3.22667,1.0147,0.0810185,1.84984e-05,1.84984e-05
6,3.26117,0.69262,2.70602,0.96093,0.00311,0.36824,0.04094,0.03347,0.883,3.24215,0.96092,0.0770222,2.2241e-05,2.2241e-05
7,3.73728,0.67479,2.66989,0.93412,0.03862,0.49143,0.05213,0.04173,0.92772,3.20152,0.96957,0.0730259,2.59308e-05,2.59308e-05
8,4.21846,0.68874,2.59705,0.94898,0.01931,0.50375,0.03158,0.02324,0.90042,3.13638,0.9568,0.0690296,2.95678e-05,2.95678e-05
9,4.76375,0.62935,2.53592,0.92662,0.01681,0.4036,0.03695,0.02558,0.96332,3.04111,0.94972,0.0650332,3.3152e-05,3.3152e-05
10,5.2247,0.59997,2.46741,0.92409,0.01617,0.41843,0.04209,0.0312,0.93739,2.98813,0.94494,0.0610367,3.66834e-05,3.66834e-05
11,5.68787,0.66641,2.44589,0.93472,0.02492,0.45686,0.05463,0.04085,0.92816,2.94449,0.93055,0.0570402,4.0162e-05,4.0162e-05
12,6.12611,0.65578,2.39665,0.92102,0.04954,0.53344,0.08334,0.06598,0.86254,2.88853,0.88998,0.0530436,4.35878e-05,4.35878e-05
13,6.57609,0.6144,2.38431,0.90308,0.0589,0.7377,0.11821,0.09757,0.72768,2.81205,0.85087,0.049047,4.69608e-05,4.69608e-05
14,7.0185,0.60069,2.34667,0.91898,0.048,0.83918,0.13587,0.11815,0.62902,2.74871,0.83153,0.0450503,5.0281e-05,5.0281e-05
15,7.45467,0.64838,2.34797,0.93443,0.04143,0.8819,0.15219,0.13537,0.57995,2.70111,0.81788,0.0410535,5.35484e-05,5.35484e-05
16,7.95745,0.64652,2.32226,0.91858,0.03585,0.88745,0.17101,0.15389,0.5555,2.67449,0.80887,0.0370568,5.6763e-05,5.6763e-05
17,8.40046,0.59015,2.27724,0.90786,0.03277,0.88745,0.20324,0.18327,0.55131,2.65529,0.80521,0.0330599,5.99248e-05,5.99248e-05
18,8.83314,0.62022,2.27487,0.91481,0.02981,0.89333,0.21602,0.19508,0.54664,2.62582,0.80353,0.029063,6.30338e-05,6.30338e-05
19,9.26542,0.57777,2.19269,0.90002,0.02723,0.89333,0.23093,0.20886,0.51549,2.59148,0.79821,0.0250661,6.609e-05,6.609e-05
20,9.69631,0.59022,2.20124,0.89898,0.02471,0.89333,0.23727,0.21698,0.49323,2.55046,0.79291,0.0210691,6.90934e-05,6.90934e-05
21,10.1197,0.61262,2.18145,0.91006,0.13354,0.91,0.31854,0.29152,0.48131,2.50643,0.7872,0.017072,7.2044e-05,7.2044e-05
22,10.5431,0.58906,2.15064,0.89013,0.24146,0.57929,0.34629,0.3186,0.46989,2.46719,0.7832,0.0130749,7.49418e-05,7.49418e-05
23,11.0362,0.57228,2.15107,0.89565,0.34805,0.39153,0.367,0.33634,0.46132,2.4314,0.78123,0.00907779,7.77868e-05,7.77868e-05
24,11.4651,0.59242,2.09622,0.91223,0.49366,0.20417,0.38562,0.35358,0.45599,2.39132,0.78133,0.00508058,8.0579e-05,8.0579e-05
25,11.8933,0.57977,2.08027,0.90468,0.47984,0.22792,0.40365,0.36777,0.45461,2.3515,0.78256,0.00108332,8.33184e-05,8.33184e-05
26,12.321,0.59572,2.05987,0.91149,0.49801,0.27307,0.41524,0.37721,0.45366,2.3104,0.78269,8.35e-05,8.35e-05,8.35e-05
27,12.76,0.56001,2.01017,0.88552,0.56019,0.34388,0.42822,0.39113,0.4496,2.2632,0.77816,8.284e-05,8.284e-05,8.284e-05
28,13.1936,0.55512,2.01712,0.9069,0.56377,0.398,0.43169,0.39746,0.44836,2.22437,0.77632,8.218e-05,8.218e-05,8.218e-05
29,13.6312,0.54627,1.97926,0.89895,0.54038,0.40864,0.43899,0.40234,0.45216,2.19043,0.77748,8.152e-05,8.152e-05,8.152e-05
30,14.1351,0.59032,1.97231,0.91018,0.55681,0.46287,0.45988,0.42192,0.44993,2.15016,0.77688,8.086e-05,8.086e-05,8.086e-05
31,14.5756,0.56122,1.95742,0.90632,0.4385,0.47945,0.48271,0.44509,0.44319,2.10667,0.77442,8.02e-05,8.02e-05,8.02e-05
32,15.0016,0.55966,1.93995,0.92161,0.45092,0.49576,0.50354,0.46349,0.43818,2.06298,0.77371,7.954e-05,7.954e-05,7.954e-05
33,15.4356,0.55852,1.93465,0.90649,0.45317,0.50001,0.52956,0.4882,0.43243,2.027,0.77272,7.888e-05,7.888e-05,7.888e-05
34,15.8765,0.57936,1.92588,0.92631,0.49355,0.48852,0.55153,0.50623,0.43684,1.99367,0.77414,7.822e-05,7.822e-05,7.822e-05
35,16.3138,0.56877,1.89196,0.91578,0.5109,0.49699,0.56316,0.51763,0.44532,1.96245,0.77692,7.756e-05,7.756e-05,7.756e-05
36,16.814,0.59388,1.89465,0.89915,0.52053,0.52585,0.57025,0.52383,0.44145,1.9239,0.77758,7.69e-05,7.69e-05,7.69e-05
37,17.2448,0.55906,1.84854,0.90398,0.57774,0.56668,0.58569,0.53546,0.43441,1.87739,0.77767,7.624e-05,7.624e-05,7.624e-05
38,17.6778,0.56323,1.82357,0.91073,0.56866,0.58872,0.60412,0.5527,0.43706,1.83067,0.78033,7.558e-05,7.558e-05,7.558e-05
39,18.1175,0.58041,1.81308,0.91197,0.58819,0.61266,0.61999,0.56788,0.43179,1.79416,0.78185,7.492e-05,7.492e-05,7.492e-05
40,18.5558,0.55973,1.80924,0.90928,0.59782,0.61479,0.63642,0.58055,0.4337,1.77001,0.78311,7.426e-05,7.426e-05,7.426e-05
41,18.9976,0.55581,1.76775,0.89951,0.64542,0.5759,0.65392,0.59226,0.44025,1.75388,0.7851,7.36e-05,7.36e-05,7.36e-05
42,19.431,0.54431,1.75025,0.89683,0.692,0.57608,0.66278,0.59931,0.44064,1.74231,0.78496,7.294e-05,7.294e-05,7.294e-05
43,19.9404,0.55865,1.73814,0.90791,0.6829,0.57555,0.66763,0.60547,0.43088,1.71994,0.78355,7.228e-05,7.228e-05,7.228e-05
44,20.3807,0.55001,1.73049,0.90139,0.63079,0.60884,0.68361,0.62332,0.42452,1.69641,0.78175,7.162e-05,7.162e-05,7.162e-05
45,20.8223,0.54364,1.69221,0.90495,0.63822,0.66656,0.69645,0.63615,0.42423,1.67088,0.78025,7.096e-05,7.096e-05,7.096e-05
46,21.256,0.54521,1.71292,0.90544,0.63217,0.67737,0.70225,0.6422,0.42488,1.65201,0.78054,7.03e-05,7.03e-05,7.03e-05
47,21.6933,0.53098,1.68234,0.91551,0.66184,0.68041,0.71233,0.65452,0.42685,1.63271,0.78013,6.964e-05,6.964e-05,6.964e-05
48,22.1247,0.55207,1.66603,0.91315,0.69164,0.68016,0.71556,0.65125,0.4306,1.61859,0.78171,6.898e-05,6.898e-05,6.898e-05
49,22.6051,0.57762,1.66181,0.90612,0.68114,0.70092,0.7206,0.65697,0.43303,1.60663,0.78307,6.832e-05,6.832e-05,6.832e-05
50,23.0485,0.56747,1.63185,0.90463,0.68894,0.72058,0.72205,0.65656,0.43231,1.59475,0.78544,6.766e-05,6.766e-05,6.766e-05
51,23.4766,0.54954,1.60045,0.91157,0.70138,0.67743,0.71991,0.65197,0.43785,1.58291,0.78711,6.7e-05,6.7e-05,6.7e-05
52,23.9025,0.56506,1.59052,0.9254,0.6814,0.67205,0.72936,0.65943,0.43923,1.57529,0.78786,6.634e-05,6.634e-05,6.634e-05
53,24.339,0.54496,1.58753,0.90103,0.70082,0.68964,0.74623,0.67873,0.428,1.56724,0.78638,6.568e-05,6.568e-05,6.568e-05
54,24.7779,0.52144,1.56524,0.89987,0.73729,0.69632,0.7633,0.69369,0.42505,1.55426,0.78712,6.502e-05,6.502e-05,6.502e-05
55,25.2126,0.52633,1.52518,0.89143,0.75444,0.69522,0.76921,0.69786,0.43016,1.54324,0.78836,6.436e-05,6.436e-05,6.436e-05
56,25.7253,0.55607,1.57677,0.9158,0.74717,0.7419,0.77733,0.70695,0.42898,1.52431,0.78709,6.37e-05,6.37e-05,6.37e-05
57,26.1634,0.54178,1.54289,0.90759,0.76314,0.74883,0.78542,0.71865,0.42453,1.5045,0.78566,6.304e-05,6.304e-05,6.304e-05
58,26.5952,0.54652,1.52884,0.91078,0.78045,0.73553,0.79145,0.71941,0.42827,1.49153,0.78863,6.238e-05,6.238e-05,6.238e-05
59,27.0307,0.52458,1.49376,0.89275,0.8021,0.72688,0.79803,0.72673,0.42563,1.48008,0.78851,6.172e-05,6.172e-05,6.172e-05
60,27.4734,0.54589,1.48496,0.90781,0.82058,0.70932,0.80527,0.7399,0.4176,1.47062,0.78545,6.106e-05,6.106e-05,6.106e-05
61,27.9062,0.54203,1.45811,0.91969,0.83355,0.71667,0.80723,0.73951,0.42002,1.47239,0.78379,6.04e-05,6.04e-05,6.04e-05
62,28.3354,0.53544,1.46562,0.89017,0.82842,0.74421,0.81056,0.73941,0.42189,1.46741,0.78356,5.974e-05,5.974e-05,5.974e-05
63,28.8464,0.52369,1.46612,0.90106,0.82791,0.74006,0.81225,0.74577,0.4147,1.45622,0.78343,5.908e-05,5.908e-05,5.908e-05
64,29.2875,0.52471,1.41926,0.90779,0.81179,0.73734,0.82163,0.75649,0.40811,1.44528,0.7826,5.842e-05,5.842e-05,5.842e-05
65,29.7279,0.55197,1.48372,0.91077,0.83573,0.73924,0.82701,0.76201,0.41081,1.42616,0.78482,5.776e-05,5.776e-05,5.776e-05
66,30.1593,0.52826,1.43887,0.90771,0.82159,0.75911,0.83225,0.76545,0.41519,1.41584,0.78744,5.71e-05,5.71e-05,5.71e-05
67,30.5978,0.53848,1.44681,0.89702,0.84281,0.76435,0.84809,0.77913,0.41374,1.38895,0.78714,5.644e-05,5.644e-05,5.644e-05
68,31.0301,0.52965,1.41261,0.90074,0.88494,0.76331,0.86479,0.79803,0.41686,1.35143,0.78821,5.578e-05,5.578e-05,5.578e-05
69,31.5234,0.52043,1.39138,0.90104,0.88162,0.80637,0.87325,0.80385,0.41864,1.31192,0.7897,5.512e-05,5.512e-05,5.512e-05
70,31.9593,0.4958,1.36593,0.88426,0.88645,0.81109,0.88031,0.81459,0.41515,1.2767,0.79057,5.446e-05,5.446e-05,5.446e-05
71,32.3949,0.51988,1.35677,0.90702,0.88893,0.81042,0.88558,0.81211,0.4134,1.25738,0.79127,5.38e-05,5.38e-05,5.38e-05
72,32.814,0.54105,1.36843,0.92779,0.8924,0.79635,0.88885,0.81496,0.41346,1.24992,0.7929,5.314e-05,5.314e-05,5.314e-05
73,33.2467,0.51171,1.32025,0.90276,0.85394,0.79364,0.88696,0.81459,0.41495,1.25042,0.79489,5.248e-05,5.248e-05,5.248e-05
74,33.6744,0.49954,1.31461,0.89846,0.84393,0.77208,0.88581,0.80984,0.41318,1.24862,0.79547,5.182e-05,5.182e-05,5.182e-05
75,34.1022,0.51277,1.30563,0.899,0.85315,0.78573,0.88746,0.81494,0.4095,1.23682,0.79405,5.116e-05,5.116e-05,5.116e-05
76,34.5962,0.53194,1.29936,0.90751,0.88186,0.77801,0.89393,0.82392,0.40908,1.22261,0.79357,5.05e-05,5.05e-05,5.05e-05
77,35.0472,0.52318,1.30114,0.89791,0.90303,0.80784,0.90256,0.82987,0.40983,1.20319,0.79382,4.984e-05,4.984e-05,4.984e-05
78,35.4863,0.52109,1.31993,0.90965,0.90142,0.83026,0.90799,0.83825,0.41124,1.1837,0.79435,4.918e-05,4.918e-05,4.918e-05
79,35.9398,0.52914,1.30329,0.91613,0.91008,0.83173,0.91497,0.84112,0.41398,1.16292,0.79426,4.852e-05,4.852e-05,4.852e-05
80,36.3705,0.4899,1.23905,0.89967,0.90574,0.83833,0.9191,0.84116,0.41905,1.15415,0.79467,4.786e-05,4.786e-05,4.786e-05
81,36.8113,0.528,1.23661,0.91583,0.91303,0.82401,0.92421,0.84176,0.42628,1.14824,0.79718,4.72e-05,4.72e-05,4.72e-05
82,37.3068,0.52149,1.23381,0.90944,0.89868,0.84191,0.92508,0.83948,0.42474,1.14257,0.79643,4.654e-05,4.654e-05,4.654e-05
83,37.7546,0.52118,1.26718,0.88898,0.89369,0.83984,0.92519,0.84533,0.41507,1.13246,0.79323,4.588e-05,4.588e-05,4.588e-05
