epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.13023,2.77992,4.41023,2.71061,0.0154,0.71009,0.07391,0.06474,0.49558,3.53869,0.82631,0.0973,0.0003,0.0003
2,1.72647,2.573,4.28527,2.67672,0.00053,0.05972,0.00036,0.00011,1.5018,4.23249,1.72295,0.0936937,0.0006937,0.0006937
3,2.33878,2.3613,4.16514,2.68374,0.0004,0.0722,0.00111,0.00024,2.48022,4.36853,2.80831,0.0900802,0.0010802,0.0010802
4,2.9538,2.19976,4.07225,2.5706,0.00055,0.0535,0.00044,0.00011,4.98803,6.49937,21.1508,0.0864595,0.0014595,0.0014595
5,3.59398,2.20503,3.98729,2.51152,0.00186,0.08598,0.00126,0.00025,3.1455,inf,27.4381,0.0828316,0.0018316,0.0018316
6,4.34642,2.27943,3.93479,2.64346,0.00825,0.13666,0.0045,0.00081,3.92259,inf,158.953,0.0791965,0.0021965,0.0021965
7,5.12395,2.43181,3.94503,2.78012,0.00041,0.00588,0.00012,4e-05,nan,nan,nan,0.0755542,0.0025542,0.0025542
8,5.70996,2.15083,3.74898,2.66429,0,0,0,0,nan,nan,nan,0.0719047,0.0029047,0.0029047
9,6.37733,2.18323,3.72,2.68384,0,0,0,0,nan,nan,nan,0.068248,0.003248,0.003248
10,6.96424,2.07732,3.58145,2.57619,0,0,0,0,nan,nan,nan,0.0645841,0.0035841,0.0035841
11,7.55087,2.18813,3.56433,2.64177,0,0,0,0,nan,nan,nan,0.060913,0.003913,0.003913
12,8.14469,2.21629,3.53686,2.65881,0,0,0,0,nan,nan,nan,0.0572347,0.0042347,0.0042347
13,9.63107,2.28436,3.48981,2.6562,0.00148,0.07808,0.00094,0.00039,nan,nan,nan,0.0535492,0.0045492,0.0045492
14,11.2423,2.05621,3.48122,2.62983,0.0009,0.04001,0.00056,0.0002,3.22717,inf,44.7918,0.0498565,0.0048565,0.0048565
15,12.824,2.1294,3.5106,2.65021,0.00111,0.0985,0.00078,0.00033,3.11532,inf,19.31,0.0461566,0.0051566,0.0051566
16,14.4812,1.99819,3.4047,2.58516,0.20608,0.15295,0.00451,0.00141,2.61855,30.9856,5.47851,0.0424495,0.0054495,0.0054495
17,16.1158,2.02648,3.51282,2.57336,0.0055,0.01255,0.00225,0.00067,2.80722,21.044,5.07685,0.0387352,0.0057352,0.0057352
18,17.6689,2.05364,3.41505,2.57739,0.00534,0.02658,0.00361,0.00104,2.62668,19.5429,4.12144,0.0350137,0.0060137,0.0060137
19,19.037,2.15153,3.55545,2.57015,0.00406,0.06071,0.00278,0.00072,3.02909,31.175,5.44353,0.031285,0.006285,0.006285
20,20.0931,1.97077,3.40053,2.532,0.02146,0.04684,0.00471,0.0013,3.46792,20.924,7.49132,0.0275491,0.0065491,0.0065491
21,21.4657,2.03052,3.42621,2.51278,0.0036,0.03508,0.00142,0.00068,3.80052,inf,10.4937,0.023806,0.006806,0.006806
